VDBName,SchemaName,Name,TABLE_TYPE,Description,TYPE_CAT,TYPE_SCHEM,TYPE_NAME,SELF_REFERENCING_COL_NAME,REF_GENERATION,IsPhysical
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_ACC_COM_PRO_MA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_A_C_PROCESS,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BHA_INSPEC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BHA_RUN,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BHA_STAGE_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BHA_TOUR,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BIT_ENG_PAR_MEA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_BOING_SCREWDRILL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CAL_BASIC_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CAL_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CASING_STRENGTH,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CASING_TALLY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CENTRALIZE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_COMPLEX_STATUS,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CONSTRUCT_DIRECTIONAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_CONSUMPTION_STAT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_COST_SETTLEMENT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DEPLOY_SCHEDULE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DESIGN_CONSTR,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DESIGN_HSE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DIRECTIONAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DIRECT_TARGET,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DRILLING,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DRILL_MONTHLY_LOG,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DRILL_ORDER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_DRILL_TOOL_COMP_RUN_REC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_EQUIPMENT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_EXTERNAL_COMP_ACC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_CHANGE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_CONTROL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_CYCLE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_JOB,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_LOSS,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_MA_CONSUMP,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_OILLA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_PERFORMANCE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_PROTECTION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_PRO_FORMU,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_SMALL_TEST_REC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FLUID_WAREHOUSE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FRAC_PRES_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_FRAC_TRACE_METER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_HORIZONTAL_WELL_SEC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_INCIDENT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_POR_PRESSURE_RESULT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_POWVER_V,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_PRESCRIPTION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_PURIFY_DEV,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_SCHEDULE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_SIM_HYDR_OBSER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_SPECIAL_DRILL_TECH,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_TEST_PRESSURE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_TOOL_CHECK_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_TORSION_IMPACT_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_TRAIL_RUN,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_TURBODRILL_USAGE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_UNBALANCE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_UNBALANCE_DRILL_REC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_UNBALANCE_SHOW,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_UNDERBALANCE_GROUT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_WELLBORE_PROFILE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_WELL_COMPLETION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_WILDCAT_PRE_ENG,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ACH_WILDCAT_PRE_ENG_OP,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_CEM_WORKL_CONF,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_COMPLET_DATA_EVAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DATA_DELIVERY_RECORD,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DATA_DELIV_RECORD_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DATA_DOC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DESIGN,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DIR_WORKL_CONF,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_DYNAMIC_DATA_EVAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ENGINEER_CLARIFI,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_ENGINEER_WATER_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_FL_WORKL_CONF,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_ACCIDENT_SURFACE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_BIT_OPERATION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_BLOWOUT_CONTROL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_BLOWOUT_PREVE_TOOL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CASINGHEAD_PRESSTEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENTING,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENTING_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENT_AMPLITUDE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENT_DEVICE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENT_HANGER_USE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENT_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEMENT_SLURY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CEM_ANCHORAGE_BLOCK,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_COMPLETION_WELLHEAD,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CONTROL_INJECT_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CONTROL_WELLHEAD1,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CONTROL_WELLHEAD2,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_CTRL_WELLHEAD2_PIC,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_DAYS_FOOTAGE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_DRILLING_PRESCRIPTION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_DRILLING_REPORT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_DRILLING_SEQUENTIAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_DYNAMIC_LEADER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_EXTEMAL_CASING,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_FLOWLINE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_FLUID,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_FLUID_LOSS,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_KILLING,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_KILLING_PRESSURE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_LOW_PUMP_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_MATERIA_RESERVE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_MUD_ENGINEER_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_NEIGHBOR_RUN,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_NOZZLE_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_OF_KICK_BO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_OILGAS_SPEED_MEASURE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_OPERATION_REPT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_OPERATION_REPT_BK,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_PAD_FLUID,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_PAD_FLUID_DEHYDRA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_PAD_FLUID_FORMULA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_PARTS_PRESSURE_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_PRESSURE_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_SLURRY_COMPA_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_SLURRY_PERFORM_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_SLURY_ADD_FORMU,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_STAGE_COLLAR_USE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_STEM_TEST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_UNDERBALANCE_DEVICE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_WEARINGBUSH,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_WELLCTRL_MEETING,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_OPS_WELLCTRL_POSTRECORD,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_QUAL_EVAL_REPORT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_CEMENT_PARAMETER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_DIESEL_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_DRILLING_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_ELEC_GENERATOR_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_ENGINEER_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_FLOWMETER_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_FLUID_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_FP_RUN_PARAMETER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_GAS_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_LWD_PARAMETER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_RT_TD_RUN_PARAMETER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_SE_EVAL_ACCEPT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_S_M_RESERVE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_S_M_RESERVE_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_TASK_PLAN_CHANGE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_TASK_PLAN_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_TASK_PLAN_RELEASE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_TEAM_EVAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_WELL_LOCATION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_WELL_LOCA_SURVEY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_WELL_SOIL_PERMIT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DR_WORKLOAD_CONF,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.DSB_WELLNAME,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_BUSINESS_ATTRIBUTE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_FILEVERSION,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_FILE_ATTRIBUTE_KEY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_FILE_TREE_REL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_LOGICFILE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_LOGIC_FILE_REFER,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_LOGIC_FILE_REL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_LOGIC_FILE_RELATE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_LOGIC_FILE_TREE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_PHYSICALFILE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_RECYCLE_FILE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_REL_TYPE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_STORAGE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_TREE_ATTRIBUTE_DEFINE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_TREE_REL_TYPE_LIST,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.FS_VERSION_ATTRIBUTE,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GE_FILE_ADDRESS,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_DEFINED_INTERP_SITE_CO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_PROC_LINE_NAVI,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_PROC_LINE_SEG_NAVI,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_PROC_SITE_NAVI,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_PRO_LINE_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_PRO_LINE_VEL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACH_SPS_FILES,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACQ_TRANSMITTAL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACQ_TRANSMITTAL_CONTENT,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_ACQ_TRANSMITTAL_DETAIL,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_ACQ_ACTIVITY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_ACQ_DATA,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_ACQ_METHOD_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_ACQ_PROC_LINK,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_INTERP_ACTIVITY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_PB,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_PROC_ACTIVITY,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_PROC_INTERP_LINK,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_RESULT_INFO,TABLE,null,null,null,null,null,null,true
a1epdm10-88-107-253,Model-a1epdm10-88-107-253,A1ZJK.GP_BAS_SEIS_HORIZON,TABLE,null,null,null,null,null,null,true
